drug1,drug2,3pathssGSEA_sim,SMILES_sim,PPI_sim
GSK-1904529A,Nutlin-3a,0.861584885,0.250666667,4.6334E-131
Bortezomib,ZM-447439,0.861572646,0.222222222,6.45759E-66
I-BET,S-Trityl-L-cysteine,0.861533058,0.153191489,1.53708E-91
TAK-715,VX-680,0.861520696,0.261168385,6.45759E-66
5-Fluorouracil,PHA-665752,0.861497852,0.118081181,6.45759E-66
5-Fluorouracil,QL-XII-61,0.861470268,NA,2.37561E-66
SL 0101-1,XAV 939,0.861431376,0.166134185,1.18275E-67
QL-XII-47,Vinorelbine,0.861403009,0.295514512,2.93174E-70
Afatinib,Tamoxifen,0.86138159,0.231155779,0.9
AICAR,Temozolomide,0.861330855,0.308270677,4.46503E-78
GSK429286A,JW-7-52-1,0.861268783,0.340080972,6.8765E-129
Tamoxifen,XMD11-85h,0.86126261,NA,1.60068E-68
JNK Inhibitor VIII,Rapamycin,0.861245632,0.137362637,0.9
JNK Inhibitor VIII,rTRAIL,0.86120614,NA,NA
CH5424802,PHA-793887,0.861183126,0.260700389,3.96768E-71
SGC0946,TG101348,0.861176512,0.279069767,3.4743E-97
Docetaxel,PIK-93,0.861146688,0.154605263,2.93174E-70
Trametinib,XMD8-85,0.861085007,0.208053691,2.93174E-70
A-770041,XMD15-27,0.861056981,NA,NA
GSK690693,LAQ824,0.861014728,0.193979933,1.21372E-77
MPS-1-IN-1,ZM-447439,0.860967734,0.467592593,NA
IPA-3,SB590885,0.860963627,0.117647059,1.49785E-81
GSK1070916,QL-XII-61,0.86092213,NA,1.0206E-126
Bosutinib,PF-4708671,0.860833105,0.273148148,6.2706E-132
Afatinib,GSK429286A,0.860809078,0.322834646,1.60068E-68
Bleomycin,BX-795,0.86076187,0.263157895,6.45759E-66
CX-5461,WZ-1-84,0.86074963,0.300578035,4.2251E-134
Dabrafenib,PF-4708671,0.860743174,0.203278689,1.53708E-91
Lenalidomide,PD-173074,0.860741625,0.214611872,4.07158E-81
Axitinib,IOX2,0.860718152,0.230088496,2.50167E-86
Pazopanib,Tubastatin A,0.860700046,0.19379845,0.9
Methotrexate,TL-1-85,0.860650444,NA,NA
CP466722,NPK76-II-72-1,0.860646419,NA,4.2251E-134
Dabrafenib,XMD11-85h,0.860634547,NA,3.7128E-84
BMN-673,NVP-TAE684,0.860588692,0.189415042,1.45963E-71
Rapamycin,ZG-10,0.860506292,0.11299435,NA
NSC-207895,SB-715992,0.860495511,0.163090129,3.81003E-94
PAC-1,ZM-447439,0.860449787,0.191964286,2.6734E-73
BMS-345541,TPCA-1,0.860401146,0.123287671,0.9
WH-4-023,ZSTK474,0.860395766,0.230434783,3.2511E-110
Docetaxel,JQ12,0.860300824,NA,4.35109E-68
Phenformin,SB 216763,0.860266039,0.167664671,3.3363E-120
Lenalidomide,THZ-2-102-1,0.860244759,NA,3.1219E-133
Erlotinib,NVP-BEZ235,0.860217126,0.303191489,0.9
BMS-345541,WH-4-023,0.86019014,0.227678571,4.46503E-78
BIX02189,Embelin,0.86017014,0.086021505,1.10677E-80
JQ12,MPS-1-IN-1,0.860116538,NA,NA
Lenalidomide,WZ-1-84,0.86010307,0.28,4.58196E-88
5-Fluorouracil,Crizotinib,0.860082929,0.095652174,0.9
CX-5461,WH-4-023,0.860070123,0.239892183,6.2706E-132
Cisplatin,JQ1,0.860057188,0.00754717,0.9
PHA-793887,Ruxolitinib,0.860051961,0.206477733,1.60068E-68
(5Z)-7-Oxozeaenol,PF-4708671,0.860035498,0.133640553,1.24551E-87
Dasatinib,PFI-1,0.8599948,0.202090592,1.45963E-71
Dabrafenib,OSI-930,0.859976325,0.190184049,2.37561E-66
AZ628,PIK-93,0.859899255,0.157894737,8.73939E-67
AZD8055,XMD8-92,0.85985326,0.338345865,5.88856E-69
AZD8055,Bexarotene,0.859832909,0.156398104,2.93174E-70
CHIR-99021,TW 37,0.859776382,0.192,1.60068E-68
Bosutinib,Camptothecin,0.859736838,0.253918495,1.13576E-90
THZ-2-102-1,XMD8-85,0.859721283,NA,8.17799E-80
Gemcitabine,Vinblastine,0.859660078,0.215258856,3.21504E-67
BX-795,GW 441756,0.859621136,0.207142857,4.35109E-68
T0901317,WH-4-023,0.859602603,0.183406114,2.93174E-70
BMS-708163,Vinorelbine,0.859537624,0.1875,9.83489E-74
Bleomycin,NG-25,0.859450252,0.219114219,7.96929E-70
CUDC-101,SB 216763,0.859446391,0.20242915,4.35109E-68
CMK,GW843682X,0.859445428,0.235649547,NA
MS-275,Ruxolitinib,0.859422083,0.166666667,5.36967E-72
Parthenolide,Tubastatin A,0.859381505,0.082568807,0.9
DMOG,THZ-2-49,0.85936294,NA,2.8468E-136
SB590885,Shikonin,0.859359299,0.21399177,6.45759E-66
Bleomycin,ZM-447439,0.859356338,0.25,6.45759E-66
AZD6244,Tipifarnib,0.859347285,0.266917293,0.9
TW 37,WZ3105,0.859328838,NA,5.36967E-72
Sorafenib,WZ3105,0.859245279,NA,0.9
AZD-0530,UNC1215,0.859222092,0.185022026,4.6334E-131
OSI-027,YK 4-279,0.859219071,0.197101449,NA
AS605240,SB-505124,0.859207242,0.183856502,6.2706E-132
CGP-082996,Roscovitine,0.85920519,0.463917526,4.6334E-131
AUY922,VX-680,0.859160487,0.18125,7.96929E-70
681640,Phenformin,0.859142813,0.151315789,1.60068E-68
Genentech Cpd 10,LFM-A13,0.858968223,NA,1.0206E-126
CH5424802,SGC0946,0.858952093,0.275080906,2.6734E-73
VX-702,XAV 939,0.858899174,0.172661871,4.17821E-91
CP466722,TW 37,0.858890224,0.136518771,4.17821E-91
Bortezomib,Parthenolide,0.858867362,0.103092784,4.35109E-68
AG-014699,Imatinib,0.858822726,0.349344978,2.37561E-66
Tamoxifen,WH-4-023,0.858818629,0.193069307,9.83489E-74
Bortezomib,KIN001-260,0.858760572,0.139622642,NA
AS605240,AZD7762,0.858753788,0.172839506,6.2706E-132
AZD7762,Masitinib,0.858747724,0.26007326,3.0873E-90
CCT007093,THZ-2-102-1,0.858696907,NA,7.7385E-136
A-770041,CHIR-99021,0.858692735,0.28742515,2.43783E-76
Bleomycin,QL-XI-92,0.85867976,NA,2.08021E-92
IOX2,WH-4-023,0.858597984,0.214285714,1.80132E-75
17-AAG,A-770041,0.858589331,0.182320442,1.18275E-67
KIN001-260,MPS-1-IN-1,0.858553775,0.168421053,NA
MP470,OSU-03012,0.858526368,0.21509434,4.2251E-134
CGP-60474,HG-6-64-1,0.858503987,0.2375,9.0689E-120
Bryostatin 1,PAC-1,0.858493531,0.226804124,3.1219E-133
A-770041,BMS-754807,0.858485349,0.3125,1.60068E-68
CEP-701,SB52334,0.85847021,0.233606557,NA
AG-014699,AV-951,0.858453501,0.188976378,2.93174E-70
GNF-2,SB590885,0.858390202,0.189781022,1.10677E-80
CGP-60474,Sorafenib,0.85833397,0.3,6.45759E-66
NVP-BHG712,Tamoxifen,0.858293823,0.12145749,4.35109E-68
Gefitinib,JNK-9L,0.858287798,0.31372549,NA
SB-505124,XMD11-85h,0.858284999,NA,6.45759E-66
CAL-101,Cyclopamine,0.858238073,0.142335766,4.2251E-134
GW-2580,SNX-2112,0.858210097,0.166666667,1.0906E-113
AICAR,PFI-1,0.858161833,0.129824561,3.1219E-133
AZ628,FH535,0.858143961,0.174129353,2.37561E-66
Dabrafenib,Paclitaxel,0.858139852,0.152354571,0.9
CEP-701,Vismodegib,0.858125711,0.22983871,6.6267E-76
AZD7762,JW-7-52-1,0.85806636,0.25093633,8.4863E-133
AG-014699,Masitinib,0.858008865,0.314741036,2.93174E-70
GNF-2,GSK2126458,0.858008681,0.227799228,1.18275E-67
Bryostatin 1,Imatinib,0.857903392,0.1,0.9
GSK1070916,NVP-BEZ235,0.857824738,0.339130435,1.07853E-70
CX-5461,Dabrafenib,0.857787302,0.212189616,5.51029E-82
GW 441756,MP470,0.857732342,0.207885305,2.7034E-116
BIX02189,SL 0101-1,0.857708521,0.209059233,2.93174E-70
Docetaxel,ZSTK474,0.857706411,0.175298805,6.45759E-66
GDC0941,Salubrinal,0.857685485,0.191489362,2.43783E-76
NSC-207895,XL-184,0.857613261,0.215053763,3.21504E-67
SL 0101-1,Vinorelbine,0.857558865,0.264197531,3.21504E-67
Gemcitabine,OSI-930,0.857443426,0.166007905,0.9
CCT018159,CUDC-101,0.857334888,0.265625,0.9
Methotrexate,Nilotinib,0.85730304,0.330935252,0.9
BAY 61-3606,HG-5-113-01,0.85730021,NA,4.6334E-131
BI-2536,CAL-101,0.857267049,0.457142857,8.39216E-90
SGC0946,Shikonin,0.857256067,0.154639175,2.93174E-70
Docetaxel,Paclitaxel,0.8572481,0.847368421,0.9
681640,PD-0332991,0.857218442,0.189964158,2.37561E-66
Dasatinib,UNC0638,0.857198615,0.303249097,9.83489E-74
CGP-082996,Rapamycin,0.857198372,0.109756098,1.97539E-72
PD-0332991,QL-XI-92,0.857148453,NA,7.7385E-136
681640,TL-1-85,0.857128657,NA,NA
FH535,GSK690693,0.857123157,0.133116883,2.37561E-66
A-443654,Erlotinib,0.857091189,0.263157895,6.45759E-66
Dabrafenib,UNC0638,0.857085427,0.198170732,2.43783E-76
HG-5-88-01,Methotrexate,0.85703728,NA,2.6734E-73
FTI-277,HG-5-88-01,0.857002877,NA,1.7045E-131
Dabrafenib,TG101348,0.85700283,0.249221184,1.49785E-81
BAY 61-3606,TL-1-85,0.856996628,NA,NA
MS-275,ZSTK474,0.856995988,0.205128205,7.45737E-83
MS-275,UNC0638,0.856845623,0.240740741,6.2706E-132
NSC-87877,QL-XI-92,0.856837928,NA,2.3068E-132
CX-5461,MP470,0.856803576,0.223958333,1.5543E-134
NVP-BEZ235,Rapamycin,0.856749496,0.161971831,0.9
OSI-906,TL-2-105,0.856708622,NA,NA
CP466722,SB-715992,0.856705543,0.147435897,4.70196E-98
GSK690693,Vinorelbine,0.856624656,0.312206573,2.16628E-69
CUDC-101,Nilotinib,0.856621264,0.288389513,4.35109E-68
BX-912,KIN001-055,0.856613859,0.31122449,8.17799E-80
Vismodegib,XMD14-99,0.856595226,NA,6.45759E-66
17-AAG,KU-55933,0.856546906,0.208633094,1.00924E-83
GDC0941,GW 441756,0.85653492,0.207792208,3.29924E-77
Parthenolide,PHA-793887,0.856460547,0.103286385,1.80132E-75
HG-5-113-01,XMD11-85h,0.856456946,NA,2.3068E-132
EHT 1864,JNJ-26854165,0.85643295,0.229665072,5.51029E-82
CHIR-99021,JNK Inhibitor VIII,0.856400899,0.337349398,0.9
CEP-701,Midostaurin,0.856387902,0.799019608,0.9
681640,BMS-509744,0.856368258,0.253061224,2.37561E-66
Temsirolimus,VX-680,0.856329436,0.15658363,3.96768E-71
FMK,Pyrimethamine,0.856327266,0.37037037,2.74341E-83
I-BET,rTRAIL,0.856326024,NA,NA
Cytarabine,KIN001-055,0.856186882,0.089285714,1.36586E-84
A-770041,NPK76-II-72-1,0.856177063,NA,2.3068E-132
HG-6-64-1,XMD13-2,0.856159196,NA,NA
AZD6482,NVP-BHG712,0.856139286,0.217391304,1.5147E-124
PD-0332991,UNC0638,0.856124882,0.320895522,4.35109E-68
KIN001-236,Vismodegib,0.856115803,NA,NA
Nutlin-3a,XMD13-2,0.85610434,NA,NA
AT-7519,PD-173074,0.856029843,0.217213115,0.9
Cetuximab,NPK76-II-72-1,0.856026946,NA,2.74341E-83
AP-24534,Crizotinib,0.856017606,0.215434084,0.9
CX-5461,JW-7-52-1,0.85593129,0.285714286,3.7128E-84
Bleomycin,SB-505124,0.855922935,0.199541284,4.35109E-68
ABT-869,Embelin,0.855910191,0.068027211,8.73939E-67
CCT018159,PF-4708671,0.855908766,0.141221374,1.24551E-87
piperlongumine,VX-702,0.855900244,0.130044843,6.20101E-89
Cisplatin,Lenalidomide,0.855893186,0.009803922,6.45759E-66
Parthenolide,SNX-2112,0.855866371,0.129770992,1.7045E-131
GNF-2,SNX-2112,0.85584967,0.226027397,3.1219E-133
SL 0101-1,ZG-10,0.855767257,0.156351792,NA
ABT-869,XMD15-27,0.855760364,NA,NA
CUDC-101,KIN001-266,0.855758898,0.276515152,4.70196E-98
FR-180204,XMD8-92,0.85574345,0.20295203,1.27812E-97
Erlotinib,GSK1070916,0.855704635,0.231075697,0.9
Embelin,NPK76-II-72-1,0.855693476,NA,2.6734E-73
CCT007093,Docetaxel,0.855640432,0.165898618,5.36967E-72
AG-014699,BMS-345541,0.855588569,0.269230769,6.45759E-66
HG-5-88-01,Parthenolide,0.855547767,NA,7.8531E-103
AG-014699,Ruxolitinib,0.855518442,0.208163265,1.97539E-72
AZD6482,Bortezomib,0.855518191,0.176079734,0.9
BMS-509744,MPS-1-IN-1,0.855487659,0.249097473,NA
Docetaxel,QL-XI-92,0.855475859,NA,6.6267E-76
SGC0946,THZ-2-102-1,0.855438906,NA,1.1655E-100
Bryostatin 1,IPA-3,0.855434008,0.086666667,8.4863E-133
HG-5-88-01,OSI-930,0.855418332,NA,1.7045E-131
BX-795,PD-0332991,0.855403187,0.375451264,6.45759E-66
PI-103,Roscovitine,0.855397602,0.30952381,5.88856E-69
GNF-2,KIN001-266,0.855372572,0.210332103,1.5543E-134
HG-5-113-01,Ruxolitinib,0.855360058,NA,1.21372E-77
AV-951,QL-XI-92,0.855339773,NA,2.93174E-70
MLN4924,NSC-87877,0.855336999,0.214501511,3.2511E-110
Dabrafenib,Elesclomol,0.855258087,0.104529617,6.2706E-132
AZD7762,UNC0638,0.8552373,0.155797101,4.46503E-78
LFM-A13,SGC0946,0.85523591,0.174242424,2.3068E-132
CP724714,FK866,0.8552314,0.308080808,7.0566E-139
MP470,TPCA-1,0.855184215,0.176691729,4.6334E-131
Axitinib,GW-2580,0.855174372,0.169014085,7.8531E-103
Paclitaxel,ZM-447439,0.855152337,0.266666667,6.45759E-66
Cetuximab,CP466722,0.855137039,0.14559387,1.8215E-118
AKT inhibitor VIII,QL-XII-61,0.855136955,NA,1.80132E-75
Mitomycin C,OSI-027,0.855019225,0.222527473,4.17821E-91
AV-951,TPCA-1,0.854978981,0.178423237,8.73939E-67
JNJ-26854165,Tipifarnib,0.854966739,0.236453202,2.3068E-132
681640,Dasatinib,0.854944862,0.215053763,0.9
AICAR,LFM-A13,0.854936551,0.129166667,1.1485E-133
Bexarotene,BIX02189,0.854919072,0.244318182,1.68561E-88
EX-527,Methotrexate,0.854913679,0.230125523,3.21504E-67
CGP-082996,FR-180204,0.854879976,0.244444444,1.7045E-131
Imatinib,Nutlin-3a,0.854851417,0.225,2.37561E-66
AT-7519,CX-5461,0.854809756,0.197183099,1.45963E-71
EX-527,VX-680,0.854781163,0.191056911,1.3459E-117
CEP-701,Olaparib,0.854776415,0.243027888,2.37561E-66
Dabrafenib,MLN4924,0.854767193,0.251461988,2.3068E-132
AZD-0530,FK866,0.854742005,0.162393162,2.4023E-109
NPK76-II-72-1,PD-173074,0.854733119,NA,6.2706E-132
AKT inhibitor VIII,FH535,0.854733087,0.161572052,2.37561E-66
HG-5-88-01,KIN001-260,0.854715156,NA,NA
FH535,Lapatinib,0.854695148,0.165384615,2.37561E-66
Sunitinib,XAV 939,0.854585589,0.224137931,7.45737E-83
Genentech Cpd 10,GSK-1904529A,0.854544098,NA,2.6734E-73
BI-2536,GSK1070916,0.854538826,0.256666667,1.7045E-131
Midostaurin,QL-X-138,0.854463225,0.230215827,2.93174E-70
Lapatinib,RDEA119,0.854453638,0.241134752,0.9
Bosutinib,GW-2580,0.85442007,0.284313725,9.83489E-74
GNF-2,Masitinib,0.854402906,0.280487805,4.07158E-81
AV-951,Tubastatin A,0.85440128,0.173076923,0.9
Imatinib,XMD8-85,0.854356962,0.383966245,2.16628E-69
(5Z)-7-Oxozeaenol,Tubastatin A,0.854344703,0.157024793,1.60068E-68
Crizotinib,Vinorelbine,0.854341771,0.25879397,0.9
GW-2580,Vorinostat,0.854250408,0.125827815,8.73939E-67
Dabrafenib,Z-LLNle-CHO,0.854236599,0.108910891,6.2706E-132
Gemcitabine,JW-7-52-1,0.854213496,0.149635036,7.96929E-70
AICAR,BMS-509744,0.854207749,0.165079365,4.2251E-134
Shikonin,TL-1-85,0.854116584,NA,NA
EX-527,MPS-1-IN-1,0.854039234,0.206751055,NA
KIN001-236,S-Trityl-L-cysteine,0.853982698,NA,NA
Bexarotene,QL-VIII-58,0.85396202,NA,8.4863E-133
AC220,TW 37,0.853899036,0.192810458,7.1611E-106
IPA-3,UNC0638,0.853889041,0.149700599,0.9
NPK76-II-72-1,YK 4-279,0.853847967,NA,NA
Afatinib,MS-275,0.853842881,0.246753247,1.8485E-85
IPA-3,Masitinib,0.853836223,0.107142857,3.21504E-67
KIN001-236,rTRAIL,0.85383501,NA,NA
AZD-0530,XMD8-92,0.85382268,0.415019763,2.93174E-70
JNJ-26854165,SB-715992,0.85381713,0.18627451,4.8965E-75
GSK690693,YM155,0.853773762,0.267241379,3.21504E-67
Elesclomol,FTI-277,0.853732133,0.263803681,8.4863E-133
CH5424802,OSU-03012,0.85371454,0.217898833,4.5151E-121
GSK-1904529A,LFM-A13,0.853709896,0.156050955,1.80132E-75
GSK-650394,THZ-2-49,0.853695943,NA,1.97539E-72
AZ628,Bleomycin,0.853694871,0.188811189,1.80132E-75
FH535,GSK269962A,0.853672803,0.144827586,5.15632E-95
CP724714,SB-715992,0.853632056,0.167286245,2.74341E-83
GSK-1904529A,XMD15-27,0.853615514,NA,NA
Gefitinib,SB-505124,0.853589025,0.209016393,2.6734E-73
Midostaurin,PXD101; Belinostat,0.853563107,0.135135135,2.37561E-66
BMS-345541,UNC0638,0.853499316,0.269607843,6.6267E-76
AUY922,PFI-1,0.853490082,0.185964912,1.13576E-90
PD-173074,XMD15-27,0.853417488,NA,NA
Afatinib,HG-5-113-01,0.853398679,NA,4.6334E-131
JQ12,Ruxolitinib,0.853357089,NA,5.36967E-72
Bryostatin 1,PIK-93,0.853328891,0.076923077,1.5543E-134
BMS-345541,Pazopanib,0.853283237,0.23923445,0.9
AZ628,Phenformin,0.853252201,0.181818182,2.22301E-79
SB590885,Temsirolimus,0.853201438,0.252788104,0.9
Olaparib,Roscovitine,0.8531631,0.190871369,2.37561E-66
AZ628,Bortezomib,0.853154002,0.183406114,7.65266E-93
AZD8055,Etoposide,0.85312436,0.216911765,0.9
PAC-1,SNX-2112,0.853105169,0.15916955,3.1219E-133
Olaparib,SB52334,0.853083914,0.156779661,NA
IOX2,QS11,0.853020688,0.339534884,6.2706E-132
NVP-TAE684,UNC1215,0.853012429,0.235023041,6.2706E-132
AZD7762,QS11,0.853007583,0.23828125,2.8468E-136
TPCA-1,Tubastatin A,0.852925075,0.161417323,1.00924E-83
TL-1-85,TPCA-1,0.85288708,NA,NA
GSK1070916,XL-880,0.852884797,0.236842105,6.45759E-66
BMS-708163,Roscovitine,0.852874914,0.192727273,8.17799E-80
Bosutinib,LAQ824,0.852871079,0.268292683,4.35109E-68
NVP-TAE684,YK 4-279,0.852863572,0.243346008,NA
OSI-027,PXD101; Belinostat,0.852818886,0.123417722,5.36967E-72
Crizotinib,PXD101; Belinostat,0.852813986,0.12992126,3.21504E-67
NU-7441,Roscovitine,0.852722823,0.152727273,1.7751E-108
681640,Gemcitabine,0.852717709,0.134693878,0.9
SB-505124,Vinblastine,0.852679166,0.213114754,7.45737E-83
BIX02189,PXD101; Belinostat,0.852644783,0.246153846,2.37561E-66
JQ1,NVP-BHG712,0.852599774,0.226315789,1.60068E-68
A-443654,PHA-665752,0.85255758,0.224358974,8.73939E-67
ABT-888,AV-951,0.852554211,0.168949772,2.93174E-70
5-Fluorouracil,SB-715992,0.852526041,0.107692308,8.73939E-67
QL-XI-92,Temsirolimus,0.852476359,NA,4.8965E-75
XAV 939,XMD14-99,0.852415519,NA,3.1219E-133
CCT018159,JW-7-52-1,0.852404023,0.209964413,2.889E-103
AS605240,BAY 61-3606,0.852389237,0.24789916,6.80024E-86
BIRB 0796,CEP-701,0.852306285,0.216027875,0.9
PD-0332991,TPCA-1,0.852304051,0.140468227,8.4863E-133
GSK690693,TGX221,0.852297293,0.20754717,7.96929E-70
A-770041,EHT 1864,0.852272031,0.228571429,4.6334E-131
CAY10603,PD-0332991,0.852269447,0.210702341,9.3064E-130
AKT inhibitor VIII,NVP-BEZ235,0.852251586,0.393203883,2.50167E-86
Cisplatin,KIN001-055,0.852228105,0.009433962,2.37561E-66
Imatinib,PHA-793887,0.852197242,0.205426357,0.9
Axitinib,NSC-87877,0.852183746,0.224137931,3.61805E-74
GSK-1904529A,MP470,0.85216195,0.306590258,1.6186E-111
GNF-2,Methotrexate,0.852118057,0.307053942,6.45759E-66
A-443654,JNK Inhibitor VIII,0.852080037,0.276150628,2.16628E-69
Obatoclax Mesylate,Temozolomide,0.852075125,0.128440367,2.22301E-79
CEP-701,KU-55933,0.852037316,0.189473684,5.88856E-69
Nutlin-3a,PFI-1,0.852025009,0.242307692,1.0206E-126
FTI-277,MP470,0.852014122,0.212598425,6.6267E-76
AZD6244,FR-180204,0.852013375,0.171003717,4.6334E-131
Epothilone B,JNJ-26854165,0.85200815,0.130890052,NA
AUY922,SB590885,0.851992264,0.354166667,3.81003E-94
Embelin,KIN001-102,0.851924108,0.07804878,9.83489E-74
Pyrimethamine,RO-3306,0.851874168,0.12244898,1.5543E-134
PD-0332991,Ruxolitinib,0.85185777,0.223404255,3.96768E-71
Afatinib,THZ-2-102-1,0.851855591,NA,2.3068E-132
MG-132,PI-103,0.8518206,0.169491525,1.60068E-68
AUY922,LY317615,0.851816385,0.282312925,6.45759E-66
Bortezomib,TGX221,0.851815985,0.166666667,0.9
A-443654,CGP-082996,0.851800334,0.255605381,3.21504E-67
CP724714,XL-184,0.851787435,0.331683168,2.4023E-109
GW843682X,PXD101; Belinostat,0.851781342,0.147058824,6.45759E-66
THZ-2-102-1,WH-4-023,0.851765605,NA,7.26706E-73
BMS-345541,QS11,0.851659281,0.195348837,6.2706E-132
AZD6482,NSC-87877,0.851596699,0.16,6.04277E-79
AUY922,Pazopanib,0.851526419,0.145631068,0.9
Vorinostat,VX-11e,0.851523243,0.165178571,0.9
Phenformin,UNC0638,0.85143299,0.119318182,6.2706E-132
AZD8055,RDEA119,0.85141511,0.194756554,0.9
QS11,VNLG/124,0.851410729,0.204878049,NA
WZ3105,XL-880,0.851326239,NA,0.9
GSK690693,STF-62247,0.851317539,0.176848875,1.49785E-81
AZD6482,UNC0638,0.851250988,0.226666667,2.43783E-76
SB 216763,Shikonin,0.851241489,0.200934579,1.97539E-72
Afatinib,AT-7519,0.851125195,0.204,2.37561E-66
JW-7-52-1,PHA-793887,0.851121162,0.243243243,5.65459E-92
AZD6482,RO-3306,0.851119188,0.225705329,1.27812E-97
Bleomycin,Temozolomide,0.851112512,0.19955157,1.07853E-70
Cyclopamine,OSU-03012,0.851107777,0.157894737,4.7547E-141
Dabrafenib,MS-275,0.85109465,0.153354633,2.50167E-86
GSK690693,OSI-906,0.851076379,0.318032787,2.16628E-69
Dasatinib,Nilotinib,0.851049824,0.313915858,0.9
Doxorubicin,Mitomycin C,0.851029079,0.230263158,0.9
Docetaxel,Tamoxifen,0.851011814,0.222222222,0.9
BX-912,MLN4924,0.850981092,0.295019157,6.80024E-86
Axitinib,PD-0332991,0.850978546,0.191637631,4.8965E-75
CHIR-99021,QL-XII-61,0.850924401,NA,3.21504E-67
Imatinib,XL-184,0.850844789,0.252380952,0.9
DMOG,Etoposide,0.850840773,0.076086957,3.1219E-133
A-443654,SN-38,0.850809125,0.254545455,6.45759E-66
AZD8055,KIN001-236,0.850806011,NA,NA
AZD7762,GW-2580,0.850805377,0.124497992,9.83489E-74
KIN001-244,SB-715992,0.850805312,0.252830189,1.5543E-134
Afatinib,Pazopanib,0.850767108,0.300813008,0.9
FK866,Pyrimethamine,0.850748382,0.182352941,1.1485E-133
HG-6-64-1,PHA-665752,0.850700082,0.340909091,6.5301E-109
Ruxolitinib,TG101348,0.850694184,0.205645161,0.9
CP466722,NVP-BEZ235,0.850671634,0.185454545,1.18275E-67
Lapatinib,QL-VIII-58,0.850601221,NA,7.26706E-73
Camptothecin,Erlotinib,0.850595735,0.166144201,6.45759E-66
GSK-650394,SN-38,0.850594491,0.220820189,4.6334E-131
17-AAG,I-BET,0.850565642,0.169278997,2.43783E-76
681640,BMS-345541,0.850536472,0.247368421,0.9
AS605240,CX-5461,0.850499316,0.202346041,3.7128E-84
FK866,KIN001-244,0.850484899,0.242152466,1.7492E-141
KIN001-266,UNC0638,0.850450883,0.265917603,1.1485E-133
Etoposide,YM201636,0.850442434,0.160120846,1.5543E-134
GSK-1904529A,JQ1,0.850420339,0.230769231,1.00924E-83
Axitinib,VX-11e,0.850402918,0.214285714,1.03567E-93
BI-2536,DMOG,0.850360286,0.111650485,1.5543E-134
FK866,KIN001-266,0.850300987,0.264317181,1.00924E-83
Lapatinib,XMD14-99,0.85027806,NA,7.96929E-70
Dasatinib,Docetaxel,0.85027103,0.182370821,1.07853E-70
JQ12,SB-505124,0.850242605,NA,1.7751E-108
5-Fluorouracil,QL-XII-47,0.85022491,0.1,2.37561E-66
AKT inhibitor VIII,BIX02189,0.850126161,0.248995984,5.8027E-102
CEP-701,Crizotinib,0.850101137,0.237113402,0.9
Phenformin,SGC0946,0.850086049,0.109311741,6.2706E-132
OSI-906,Vinorelbine,0.850072036,0.246648794,1.8485E-85
BX-912,CCT007093,0.850002181,0.106796117,1.53708E-91
BMN-673,Crizotinib,0.84997223,0.21253406,0.9
Pazopanib,VX-11e,0.849930535,0.252669039,2.37561E-66
Elesclomol,VNLG/124,0.84988641,0.176870748,NA
PD-0332991,PHA-793887,0.849837265,0.257839721,0.9
OSI-906,TGX221,0.849825238,0.183946488,1.8485E-85
AS605240,XMD8-85,0.849812129,0.183673469,9.3064E-130
Crizotinib,XMD14-99,0.849800766,NA,0.9
BMS-754807,RDEA119,0.84979425,0.174174174,4.35109E-68
CCT007093,Cytarabine,0.849747094,0.137566138,3.96768E-71
Bortezomib,Obatoclax Mesylate,0.849637033,0.15,0.9
QS11,SB-505124,0.849636891,0.218106996,9.5501E-140
Bosutinib,Erlotinib,0.849629903,0.419689119,0.9
PAC-1,SB 216763,0.849587982,0.188340807,1.7045E-131
GNF-2,KIN001-055,0.849546748,0.452380952,8.39216E-90
KIN001-260,SB-505124,0.849536951,0.141818182,NA
CCT018159,CI-1040,0.849528077,0.162162162,1.60068E-68
Cisplatin,NPK76-II-72-1,0.849476348,NA,8.73939E-67
GSK2126458,PF-4708671,0.84945782,0.203187251,5.8027E-102
Afatinib,Vinblastine,0.849444324,0.269754768,7.8531E-103
PIK-93,WH-4-023,0.849417338,0.173010381,8.73939E-67
OSI-930,Ruxolitinib,0.849410538,0.162601626,0.9
LAQ824,piperlongumine,0.849359839,0.317880795,5.36967E-72
AS605240,AUY922,0.849356338,0.20754717,1.36586E-84
Afatinib,OSI-930,0.849223752,0.25498008,2.93174E-70
JW-7-52-1,LAQ824,0.849217,0.336585366,4.2251E-134
17-AAG,AC220,0.849167544,0.154727794,6.04277E-79
ABT-869,Roscovitine,0.849120908,0.21182266,3.21504E-67
Tipifarnib,Vinorelbine,0.84905032,0.291553134,1.45963E-71
